"canonicalName","EdgeBetweenness","frequency","interaction","inverse distance","name","selected","shared interaction","shared name"
"T14B1.1_ok1702 (pp) del-4_ok1014","9.23305506","0.43","pp","0.118358634","T14B1.1_ok1702 (pp) del-4_ok1014","false","pp","T14B1.1_ok1702 (pp) del-4_ok1014"
"T14B1.1_ok1702 (pp) del-1;unc-8_ok150;e15lb145","19.25987088","0.43","pp","0.138859006","T14B1.1_ok1702 (pp) del-1;unc-8_ok150;e15lb145","false","pp","T14B1.1_ok1702 (pp) del-1;unc-8_ok150;e15lb145"
"T14B1.1_ok1702 (pp) dat-1_ok157","5.93457572","0.45","pp","0.119301205","T14B1.1_ok1702 (pp) dat-1_ok157","false","pp","T14B1.1_ok1702 (pp) dat-1_ok157"
"T14B1.1_ok1702 (pp) daf-7_m62","2.64303335","0.61","pp","0.12587847","T14B1.1_ok1702 (pp) daf-7_m62","false","pp","T14B1.1_ok1702 (pp) daf-7_m62"
"T14B1.1_ok1702 (pp) daf-3_e1376","4.77153481","0.47","pp","0.157098374","T14B1.1_ok1702 (pp) daf-3_e1376","false","pp","T14B1.1_ok1702 (pp) daf-3_e1376"
"T14B1.1_ok1702 (pp) cat-4_e1141","2.5879952","0.57","pp","0.129110437","T14B1.1_ok1702 (pp) cat-4_e1141","false","pp","T14B1.1_ok1702 (pp) cat-4_e1141"
"T14B1.1_ok1702 (pp) cat-2_e1112","4.76610122","0.44","pp","0.121752338","T14B1.1_ok1702 (pp) cat-2_e1112","false","pp","T14B1.1_ok1702 (pp) cat-2_e1112"
"T14B1.1_ok1702 (pp) bas-1_ad446","4.35121986","0.47","pp","0.074389669","T14B1.1_ok1702 (pp) bas-1_ad446","false","pp","T14B1.1_ok1702 (pp) bas-1_ad446"
"T14B1.1_ok1702 (pp) asic-2_ok289","3.03051071","0.57","pp","0.116953892","T14B1.1_ok1702 (pp) asic-2_ok289","false","pp","T14B1.1_ok1702 (pp) asic-2_ok289"
"T14B1.1_ok1702 (pp) asic-1_ok415","57.87665683","0.54","pp","0.139794092","T14B1.1_ok1702 (pp) asic-1_ok415","false","pp","T14B1.1_ok1702 (pp) asic-1_ok415"
"T14B1.1_ok1702 (pp) acr-9_ok933","3.29298735","0.56","pp","0.10262521","T14B1.1_ok1702 (pp) acr-9_ok933","false","pp","T14B1.1_ok1702 (pp) acr-9_ok933"
"T14B1.1_ok1702 (pp) acr-7_tm863","7.97826287","0.45","pp","0.12203583","T14B1.1_ok1702 (pp) acr-7_tm863","false","pp","T14B1.1_ok1702 (pp) acr-7_tm863"
"T14B1.1_ok1702 (pp) acr-6_ok3117","6.04686951","0.43","pp","0.109953128","T14B1.1_ok1702 (pp) acr-6_ok3117","false","pp","T14B1.1_ok1702 (pp) acr-6_ok3117"
"T14B1.1_ok1702 (pp) acr-3_ok2049","8.87564111","0.43","pp","0.117538674","T14B1.1_ok1702 (pp) acr-3_ok2049","false","pp","T14B1.1_ok1702 (pp) acr-3_ok2049"
"T14B1.1_ok1702 (pp) acr-2_ok1887","5.16251992","0.44","pp","0.119512501","T14B1.1_ok1702 (pp) acr-2_ok1887","false","pp","T14B1.1_ok1702 (pp) acr-2_ok1887"
"T14B1.1_ok1702 (pp) acr-23_ok2804","7.14183005","0.45","pp","0.107408178","T14B1.1_ok1702 (pp) acr-23_ok2804","false","pp","T14B1.1_ok1702 (pp) acr-23_ok2804"
"T14B1.1_ok1702 (pp) acr-15_ok1214","14.62359795","0.41","pp","0.145484837","T14B1.1_ok1702 (pp) acr-15_ok1214","false","pp","T14B1.1_ok1702 (pp) acr-15_ok1214"
"T14B1.1_ok1702 (pp) acr-14_ok1155","5.33134266","0.48","pp","0.136638227","T14B1.1_ok1702 (pp) acr-14_ok1155","false","pp","T14B1.1_ok1702 (pp) acr-14_ok1155"
"T14B1.1_ok1702 (pp) acr-11_ok1345","8.87564111","0.41","pp","0.103135704","T14B1.1_ok1702 (pp) acr-11_ok1345","false","pp","T14B1.1_ok1702 (pp) acr-11_ok1345"
"T14B1.1_ok1702 (pp) acc-4_ok2371","5.26408154","0.48","pp","0.136704135","T14B1.1_ok1702 (pp) acc-4_ok2371","false","pp","T14B1.1_ok1702 (pp) acc-4_ok2371"
"T14B1.1_ok1702 (pp) W03B1.2_ok2433","4.42221789","0.53","pp","0.147442837","T14B1.1_ok1702 (pp) W03B1.2_ok2433","false","pp","T14B1.1_ok1702 (pp) W03B1.2_ok2433"
"T14B1.1_ok1702 (pp) T28F2.7_ok2657","2.92149921","0.55","pp","0.143780475","T14B1.1_ok1702 (pp) T28F2.7_ok2657","false","pp","T14B1.1_ok1702 (pp) T28F2.7_ok2657"
"N2 (pp) flp-7_ok2625","5796.68857733","0.43","pp","0.247711737","N2 (pp) flp-7_ok2625","false","pp","N2 (pp) flp-7_ok2625"
"N2 (pp) egl-7_n575","103.82516226","0.46","pp","0.262486571","N2 (pp) egl-7_n575","false","pp","N2 (pp) egl-7_n575"
"N2 (pp) egl-46_n1127","94.46063006","0.5","pp","0.228813113","N2 (pp) egl-46_n1127","false","pp","N2 (pp) egl-46_n1127"
"N2 (pp) egl-44_n1080","143.391134","0.42","pp","0.260188812","N2 (pp) egl-44_n1080","false","pp","N2 (pp) egl-44_n1080"
"N2 (pp) egl-42_n995","103.82516226","0.43","pp","0.181173352","N2 (pp) egl-42_n995","false","pp","N2 (pp) egl-42_n995"
"N2 (pp) egl-37_n742","102.54336522","0.59","pp","0.31094148","N2 (pp) egl-37_n742","false","pp","N2 (pp) egl-37_n742"
"N2 (pp) egl-36_n728","177.62280963","0.42","pp","0.258466496","N2 (pp) egl-36_n728","false","pp","N2 (pp) egl-36_n728"
"N2 (pp) egl-33_n151","105.07106073","0.46","pp","0.224924902","N2 (pp) egl-33_n151","false","pp","N2 (pp) egl-33_n151"
"N2 (pp) egl-32_n155","103.43442256","0.49","pp","0.231364879","N2 (pp) egl-32_n155","false","pp","N2 (pp) egl-32_n155"
"N2 (pp) egl-2_n693","144.05661591","0.44","pp","0.254651824","N2 (pp) egl-2_n693","false","pp","N2 (pp) egl-2_n693"
"N2 (pp) egl-24_n572","103.11993412","0.58","pp","0.262562695","N2 (pp) egl-24_n572","false","pp","N2 (pp) egl-24_n572"
"N2 (pp) egl-20_mu39","120.742212","0.44","pp","0.228208968","N2 (pp) egl-20_mu39","false","pp","N2 (pp) egl-20_mu39"
"N2 (pp) egl-1_n487","106.3312201","0.59","pp","0.272563393","N2 (pp) egl-1_n487","false","pp","N2 (pp) egl-1_n487"
"N2 (pp) egl-18_ok290","111.70097252","0.41","pp","0.199364377","N2 (pp) egl-18_ok290","false","pp","N2 (pp) egl-18_ok290"
"N2 (pp) egl-17_e1313","105.02258472","0.49","pp","0.2647835","N2 (pp) egl-17_e1313","false","pp","N2 (pp) egl-17_e1313"
"N2 (pp) egl-15_n484","109.49225499","0.45","pp","0.238994314","N2 (pp) egl-15_n484","false","pp","N2 (pp) egl-15_n484"
"N2 (pp) egl-13_n483","101.19114573","0.53","pp","0.291700223","N2 (pp) egl-13_n483","false","pp","N2 (pp) egl-13_n483"
"N2 (pp) dpy-20_e1282","161.67172841","0.44","pp","0.188536525","N2 (pp) dpy-20_e1282","false","pp","N2 (pp) dpy-20_e1282"
"N2 (pp) dop-4_tm1392","126.02363055","0.48","pp","0.229586027","N2 (pp) dop-4_tm1392","false","pp","N2 (pp) dop-4_tm1392"
"N2 (pp) dop-2_vs105","121.01492636","0.44","pp","0.215912606","N2 (pp) dop-2_vs105","false","pp","N2 (pp) dop-2_vs105"
"N2 (pp) dop-1_vs101","102.38477645","0.41","pp","0.181016526","N2 (pp) dop-1_vs101","false","pp","N2 (pp) dop-1_vs101"
"N2 (pp) dop-1;dop-3_vs100;vs106","96.76101505","0.42","pp","0.216049642","N2 (pp) dop-1;dop-3_vs100;vs106","false","pp","N2 (pp) dop-1;dop-3_vs100;vs106"
"N2 (pp) dop-1;dop-2_vs100;vs105","101.20071035","0.58","pp","0.220790641","N2 (pp) dop-1;dop-2_vs100;vs105","false","pp","N2 (pp) dop-1;dop-2_vs100;vs105"
"N2 (pp) del-4_ok1014","145.12208723","0.46","pp","0.227117907","N2 (pp) del-4_ok1014","false","pp","N2 (pp) del-4_ok1014"
"N2 (pp) del-1_ok150","116.62177316","0.46","pp","0.249946873","N2 (pp) del-1_ok150","false","pp","N2 (pp) del-1_ok150"
"N2 (pp) del-1;unc-8_ok150;e15lb145","28.40283427","0.41","pp","0.239540182","N2 (pp) del-1;unc-8_ok150;e15lb145","false","pp","N2 (pp) del-1;unc-8_ok150;e15lb145"
"N2 (pp) dat-1_ok157","125.62307637","0.51","pp","0.270102456","N2 (pp) dat-1_ok157","false","pp","N2 (pp) dat-1_ok157"
"N2 (pp) daf-5_e1386","164.78962806","0.42","pp","0.231553688","N2 (pp) daf-5_e1386","false","pp","N2 (pp) daf-5_e1386"
"N2 (pp) daf-3_e1376","110.21741265","0.62","pp","0.276115766","N2 (pp) daf-3_e1376","false","pp","N2 (pp) daf-3_e1376"
"N2 (pp) cat-4_e1141","109.08411173","0.48","pp","0.224784681","N2 (pp) cat-4_e1141","false","pp","N2 (pp) cat-4_e1141"
"N2 (pp) cat-2_e1112","103.71087315","0.44","pp","0.232121417","N2 (pp) cat-2_e1112","false","pp","N2 (pp) cat-2_e1112"
"N2 (pp) acr-7_tm863","126.60537669","0.48","pp","0.230844382","N2 (pp) acr-7_tm863","false","pp","N2 (pp) acr-7_tm863"
"N2 (pp) acr-6_ok3117","134.72275886","0.55","pp","0.239957722","N2 (pp) acr-6_ok3117","false","pp","N2 (pp) acr-6_ok3117"
"N2 (pp) acr-3_ok2049","145.56306566","0.46","pp","0.229579349","N2 (pp) acr-3_ok2049","false","pp","N2 (pp) acr-3_ok2049"
"N2 (pp) acr-2_ok1887","116.41877676","0.47","pp","0.247998943","N2 (pp) acr-2_ok1887","false","pp","N2 (pp) acr-2_ok1887"
"N2 (pp) acr-23_ok2804","106.84005219","0.48","pp","0.222715201","N2 (pp) acr-23_ok2804","false","pp","N2 (pp) acr-23_ok2804"
"N2 (pp) acr-21_ok1314","144.09766378","0.41","pp","0.229240024","N2 (pp) acr-21_ok1314","false","pp","N2 (pp) acr-21_ok1314"
"N2 (pp) acr-19_ad1674","141.62981637","0.48","pp","0.26287889","N2 (pp) acr-19_ad1674","false","pp","N2 (pp) acr-19_ad1674"
"N2 (pp) acr-18_ok1285","145.03254626","0.43","pp","0.214843175","N2 (pp) acr-18_ok1285","false","pp","N2 (pp) acr-18_ok1285"
"N2 (pp) acr-15_ok1214","141.70218374","0.48","pp","0.296650995","N2 (pp) acr-15_ok1214","false","pp","N2 (pp) acr-15_ok1214"
"N2 (pp) acr-14_ok1155","104.65844148","0.6","pp","0.285864811","N2 (pp) acr-14_ok1155","false","pp","N2 (pp) acr-14_ok1155"
"N2 (pp) acr-11_ok1345","145.56306566","0.42","pp","0.229875225","N2 (pp) acr-11_ok1345","false","pp","N2 (pp) acr-11_ok1345"
"N2 (pp) acc-4_ok2371","103.75800012","0.49","pp","0.210908714","N2 (pp) acc-4_ok2371","false","pp","N2 (pp) acc-4_ok2371"
"N2 (pp) Y69H2.2_ok1522","143.95702949","0.44","pp","0.22835758","N2 (pp) Y69H2.2_ok1522","false","pp","N2 (pp) Y69H2.2_ok1522"
"N2 (pp) W03B1.2_ok2433","103.59473544","0.56","pp","0.280822627","N2 (pp) W03B1.2_ok2433","false","pp","N2 (pp) W03B1.2_ok2433"
"N2 (pp) T14B1.1_ok1702","98.10891384","0.41","pp","0.226144065","N2 (pp) T14B1.1_ok1702","false","pp","N2 (pp) T14B1.1_ok1702"
"F23B2.3_ok1226 (pp) egl-7_n575","8.11949992","0.47","pp","0.150782473","F23B2.3_ok1226 (pp) egl-7_n575","false","pp","F23B2.3_ok1226 (pp) egl-7_n575"
"F23B2.3_ok1226 (pp) egl-5_n486","8.81181567","0.45","pp","0.102069451","F23B2.3_ok1226 (pp) egl-5_n486","false","pp","F23B2.3_ok1226 (pp) egl-5_n486"
"F23B2.3_ok1226 (pp) egl-46_n1127","10.47450753","0.42","pp","0.115929123","F23B2.3_ok1226 (pp) egl-46_n1127","false","pp","F23B2.3_ok1226 (pp) egl-46_n1127"
"F23B2.3_ok1226 (pp) egl-44_n1080","2.6200535","0.54","pp","0.145939695","F23B2.3_ok1226 (pp) egl-44_n1080","false","pp","F23B2.3_ok1226 (pp) egl-44_n1080"
"F23B2.3_ok1226 (pp) egl-42_n995","8.11949992","0.49","pp","0.08542158","F23B2.3_ok1226 (pp) egl-42_n995","false","pp","F23B2.3_ok1226 (pp) egl-42_n995"
"F23B2.3_ok1226 (pp) egl-40_n606","27.72010161","0.46","pp","0.094664789","F23B2.3_ok1226 (pp) egl-40_n606","false","pp","F23B2.3_ok1226 (pp) egl-40_n606"
"F23B2.3_ok1226 (pp) egl-37_n742","4.83141106","0.41","pp","0.140066074","F23B2.3_ok1226 (pp) egl-37_n742","false","pp","F23B2.3_ok1226 (pp) egl-37_n742"
"F23B2.3_ok1226 (pp) egl-36_n728","23.63643255","0.67","pp","0.195654333","F23B2.3_ok1226 (pp) egl-36_n728","false","pp","F23B2.3_ok1226 (pp) egl-36_n728"
"F23B2.3_ok1226 (pp) egl-33_n151","7.7743961","0.49","pp","0.101724215","F23B2.3_ok1226 (pp) egl-33_n151","false","pp","F23B2.3_ok1226 (pp) egl-33_n151"
"F23B2.3_ok1226 (pp) egl-32_n155","7.57931738","0.48","pp","0.111947286","F23B2.3_ok1226 (pp) egl-32_n155","false","pp","F23B2.3_ok1226 (pp) egl-32_n155"
"F23B2.3_ok1226 (pp) egl-2_n693","2.2780825","0.64","pp","0.135533682","F23B2.3_ok1226 (pp) egl-2_n693","false","pp","F23B2.3_ok1226 (pp) egl-2_n693"
"F23B2.3_ok1226 (pp) egl-28_n570","8.29312796","0.59","pp","0.13731079","F23B2.3_ok1226 (pp) egl-28_n570","false","pp","F23B2.3_ok1226 (pp) egl-28_n570"
"F23B2.3_ok1226 (pp) egl-24_n572","7.89159846","0.46","pp","0.091965858","F23B2.3_ok1226 (pp) egl-24_n572","false","pp","F23B2.3_ok1226 (pp) egl-24_n572"
"F23B2.3_ok1226 (pp) egl-20_mu39","10.96318152","0.45","pp","0.128561151","F23B2.3_ok1226 (pp) egl-20_mu39","false","pp","F23B2.3_ok1226 (pp) egl-20_mu39"
"F23B2.3_ok1226 (pp) egl-1_n487","10.50888661","0.42","pp","0.106293142","F23B2.3_ok1226 (pp) egl-1_n487","false","pp","F23B2.3_ok1226 (pp) egl-1_n487"
"F23B2.3_ok1226 (pp) egl-19_n2368","9.96403898","0.49","pp","0.105516051","F23B2.3_ok1226 (pp) egl-19_n2368","false","pp","F23B2.3_ok1226 (pp) egl-19_n2368"
"F23B2.3_ok1226 (pp) egl-18_ok290","8.15201929","0.41","pp","0.099208683","F23B2.3_ok1226 (pp) egl-18_ok290","false","pp","F23B2.3_ok1226 (pp) egl-18_ok290"
"F23B2.3_ok1226 (pp) egl-17_e1313","7.72742159","0.49","pp","0.110349434","F23B2.3_ok1226 (pp) egl-17_e1313","false","pp","F23B2.3_ok1226 (pp) egl-17_e1313"
"F23B2.3_ok1226 (pp) egl-15_n484","10.03776737","0.53","pp","0.13791166","F23B2.3_ok1226 (pp) egl-15_n484","false","pp","F23B2.3_ok1226 (pp) egl-15_n484"
"F23B2.3_ok1226 (pp) egl-13_n483","7.99804104","0.44","pp","0.115942257","F23B2.3_ok1226 (pp) egl-13_n483","false","pp","F23B2.3_ok1226 (pp) egl-13_n483"
"F23B2.3_ok1226 (pp) dpy-20_e1282","26.70392605","0.49","pp","0.14357138","F23B2.3_ok1226 (pp) dpy-20_e1282","false","pp","F23B2.3_ok1226 (pp) dpy-20_e1282"
"F23B2.3_ok1226 (pp) dop-4_tm1392","9.7877914","0.51","pp","0.096773815","F23B2.3_ok1226 (pp) dop-4_tm1392","false","pp","F23B2.3_ok1226 (pp) dop-4_tm1392"
"F23B2.3_ok1226 (pp) dop-3_vs106","7.79129048","0.5","pp","0.096479715","F23B2.3_ok1226 (pp) dop-3_vs106","false","pp","F23B2.3_ok1226 (pp) dop-3_vs106"
"F23B2.3_ok1226 (pp) dop-2_vs105","10.86273818","0.44","pp","0.114798043","F23B2.3_ok1226 (pp) dop-2_vs105","false","pp","F23B2.3_ok1226 (pp) dop-2_vs105"
"F23B2.3_ok1226 (pp) dop-2;dop-3_vs105;vs106","7.87728333","0.48","pp","0.090161871","F23B2.3_ok1226 (pp) dop-2;dop-3_vs105;vs106","false","pp","F23B2.3_ok1226 (pp) dop-2;dop-3_vs105;vs106"
"F23B2.3_ok1226 (pp) dop-1_vs101","8.54392112","0.5","pp","0.101054079","F23B2.3_ok1226 (pp) dop-1_vs101","false","pp","F23B2.3_ok1226 (pp) dop-1_vs101"
"F23B2.3_ok1226 (pp) dop-1;dop-3_vs100;vs106","10.25963805","0.47","pp","0.11175355","F23B2.3_ok1226 (pp) dop-1;dop-3_vs100;vs106","false","pp","F23B2.3_ok1226 (pp) dop-1;dop-3_vs100;vs106"
"F23B2.3_ok1226 (pp) dop-1;dop-2_vs100;vs105","7.86220917","0.41","pp","0.086410597","F23B2.3_ok1226 (pp) dop-1;dop-2_vs100;vs105","false","pp","F23B2.3_ok1226 (pp) dop-1;dop-2_vs100;vs105"
"F23B2.3_ok1226 (pp) dop-1;dop-2;dop-3_vs100;vs105;vs106","8.09240166","0.52","pp","0.096254185","F23B2.3_ok1226 (pp) dop-1;dop-2;dop-3_vs100;vs105;vs106","false","pp","F23B2.3_ok1226 (pp) dop-1;dop-2;dop-3_vs100;vs105;vs106"
"F23B2.3_ok1226 (pp) dnc-1_or404","7.80896102","0.49","pp","0.082139782","F23B2.3_ok1226 (pp) dnc-1_or404","false","pp","F23B2.3_ok1226 (pp) dnc-1_or404"
"F23B2.3_ok1226 (pp) del-4_ok1014","2.24697799","0.67","pp","0.139628472","F23B2.3_ok1226 (pp) del-4_ok1014","false","pp","F23B2.3_ok1226 (pp) del-4_ok1014"
"F23B2.3_ok1226 (pp) del-1_ok150","3.68707795","0.52","pp","0.111472156","F23B2.3_ok1226 (pp) del-1_ok150","false","pp","F23B2.3_ok1226 (pp) del-1_ok150"
"F23B2.3_ok1226 (pp) dat-1_ok157","3.53098709","0.52","pp","0.115020575","F23B2.3_ok1226 (pp) dat-1_ok157","false","pp","F23B2.3_ok1226 (pp) dat-1_ok157"
"F23B2.3_ok1226 (pp) daf-5_e1386","6.34158543","0.56","pp","0.109816441","F23B2.3_ok1226 (pp) daf-5_e1386","false","pp","F23B2.3_ok1226 (pp) daf-5_e1386"
"F23B2.3_ok1226 (pp) daf-3_e1376","4.93403848","0.51","pp","0.114966705","F23B2.3_ok1226 (pp) daf-3_e1376","false","pp","F23B2.3_ok1226 (pp) daf-3_e1376"
"F23B2.3_ok1226 (pp) cat-4_e1141","8.70267407","0.41","pp","0.104979165","F23B2.3_ok1226 (pp) cat-4_e1141","false","pp","F23B2.3_ok1226 (pp) cat-4_e1141"
"F23B2.3_ok1226 (pp) cat-2_e1112","8.00617698","0.48","pp","0.109188779","F23B2.3_ok1226 (pp) cat-2_e1112","false","pp","F23B2.3_ok1226 (pp) cat-2_e1112"
"F23B2.3_ok1226 (pp) bas-1_ad446","8.87481121","0.49","pp","0.087129588","F23B2.3_ok1226 (pp) bas-1_ad446","false","pp","F23B2.3_ok1226 (pp) bas-1_ad446"
"F23B2.3_ok1226 (pp) asic-2_ok289","9.9539606","0.46","pp","0.124146463","F23B2.3_ok1226 (pp) asic-2_ok289","false","pp","F23B2.3_ok1226 (pp) asic-2_ok289"
"F23B2.3_ok1226 (pp) acr-9_ok933","11.07731838","0.45","pp","0.106304336","F23B2.3_ok1226 (pp) acr-9_ok933","false","pp","F23B2.3_ok1226 (pp) acr-9_ok933"
"F23B2.3_ok1226 (pp) acr-7_tm863","9.89972442","0.43","pp","0.096326294","F23B2.3_ok1226 (pp) acr-7_tm863","false","pp","F23B2.3_ok1226 (pp) acr-7_tm863"
"F23B2.3_ok1226 (pp) acr-6_ok3117","3.3670895","0.57","pp","0.096321671","F23B2.3_ok1226 (pp) acr-6_ok3117","false","pp","F23B2.3_ok1226 (pp) acr-6_ok3117"
"F23B2.3_ok1226 (pp) acr-3_ok2049","2.28779432","0.6","pp","0.106623959","F23B2.3_ok1226 (pp) acr-3_ok2049","false","pp","F23B2.3_ok1226 (pp) acr-3_ok2049"
"F23B2.3_ok1226 (pp) acr-2_ok1887","3.56395598","0.59","pp","0.109247064","F23B2.3_ok1226 (pp) acr-2_ok1887","false","pp","F23B2.3_ok1226 (pp) acr-2_ok1887"
"F23B2.3_ok1226 (pp) acr-21_ok1314","2.03846154","0.58","pp","0.103730459","F23B2.3_ok1226 (pp) acr-21_ok1314","false","pp","F23B2.3_ok1226 (pp) acr-21_ok1314"
"F23B2.3_ok1226 (pp) acr-19_ad1674","3.05503663","0.68","pp","0.128606115","F23B2.3_ok1226 (pp) acr-19_ad1674","false","pp","F23B2.3_ok1226 (pp) acr-19_ad1674"
"F23B2.3_ok1226 (pp) acr-18_ok1285","2.34348363","0.72","pp","0.10807935","F23B2.3_ok1226 (pp) acr-18_ok1285","false","pp","F23B2.3_ok1226 (pp) acr-18_ok1285"
"F23B2.3_ok1226 (pp) acr-15_ok1214","3.06182432","0.55","pp","0.12979976","F23B2.3_ok1226 (pp) acr-15_ok1214","false","pp","F23B2.3_ok1226 (pp) acr-15_ok1214"
"F23B2.3_ok1226 (pp) acr-14_ok1155","7.83852633","0.44","pp","0.109904859","F23B2.3_ok1226 (pp) acr-14_ok1155","false","pp","F23B2.3_ok1226 (pp) acr-14_ok1155"
"F23B2.3_ok1226 (pp) acr-11_ok1345","2.28779432","0.61","pp","0.113168829","F23B2.3_ok1226 (pp) acr-11_ok1345","false","pp","F23B2.3_ok1226 (pp) acr-11_ok1345"
"F23B2.3_ok1226 (pp) acr-10_ok3064","5.44268566","0.47","pp","0.11356246","F23B2.3_ok1226 (pp) acr-10_ok3064","false","pp","F23B2.3_ok1226 (pp) acr-10_ok3064"
"F23B2.3_ok1226 (pp) Y69H2.2_ok1522","2.42449836","0.72","pp","0.134880866","F23B2.3_ok1226 (pp) Y69H2.2_ok1522","false","pp","F23B2.3_ok1226 (pp) Y69H2.2_ok1522"
"F23B2.3_ok1226 (pp) W03B1.2_ok2433","7.73963026","0.42","pp","0.097983034","F23B2.3_ok1226 (pp) W03B1.2_ok2433","false","pp","F23B2.3_ok1226 (pp) W03B1.2_ok2433"
"F23B2.3_ok1226 (pp) N2","144.19547058","0.44","pp","0.205234431","F23B2.3_ok1226 (pp) N2","false","pp","F23B2.3_ok1226 (pp) N2"
"C46A5.2_ok1187 (pp) egl-7_n575","3.48402593","0.57","pp","0.158461399","C46A5.2_ok1187 (pp) egl-7_n575","false","pp","C46A5.2_ok1187 (pp) egl-7_n575"
"C46A5.2_ok1187 (pp) egl-5_n486","3.92508152","0.61","pp","0.127673939","C46A5.2_ok1187 (pp) egl-5_n486","false","pp","C46A5.2_ok1187 (pp) egl-5_n486"
"C46A5.2_ok1187 (pp) egl-46_n1127","4.2461773","0.53","pp","0.123760092","C46A5.2_ok1187 (pp) egl-46_n1127","false","pp","C46A5.2_ok1187 (pp) egl-46_n1127"
"C46A5.2_ok1187 (pp) egl-44_n1080","3.80227943","0.53","pp","0.139063191","C46A5.2_ok1187 (pp) egl-44_n1080","false","pp","C46A5.2_ok1187 (pp) egl-44_n1080"
"C46A5.2_ok1187 (pp) egl-43_n1079","6.7947875","0.53","pp","0.099293011","C46A5.2_ok1187 (pp) egl-43_n1079","false","pp","C46A5.2_ok1187 (pp) egl-43_n1079"
"C46A5.2_ok1187 (pp) egl-42_n995","3.48402593","0.59","pp","0.100612203","C46A5.2_ok1187 (pp) egl-42_n995","false","pp","C46A5.2_ok1187 (pp) egl-42_n995"
"C46A5.2_ok1187 (pp) egl-40_n606","17.75093429","0.51","pp","0.082522324","C46A5.2_ok1187 (pp) egl-40_n606","false","pp","C46A5.2_ok1187 (pp) egl-40_n606"
"C46A5.2_ok1187 (pp) egl-37_n742","2.74556136","0.52","pp","0.131433796","C46A5.2_ok1187 (pp) egl-37_n742","false","pp","C46A5.2_ok1187 (pp) egl-37_n742"
"C46A5.2_ok1187 (pp) egl-36_n728","20.69108651","0.51","pp","0.160757339","C46A5.2_ok1187 (pp) egl-36_n728","false","pp","C46A5.2_ok1187 (pp) egl-36_n728"
"C46A5.2_ok1187 (pp) egl-33_n151","3.47252393","0.6","pp","0.109188526","C46A5.2_ok1187 (pp) egl-33_n151","false","pp","C46A5.2_ok1187 (pp) egl-33_n151"
"C46A5.2_ok1187 (pp) egl-32_n155","3.15349489","0.6","pp","0.130117839","C46A5.2_ok1187 (pp) egl-32_n155","false","pp","C46A5.2_ok1187 (pp) egl-32_n155"
"C46A5.2_ok1187 (pp) egl-2_n693","3.89427042","0.63","pp","0.136911727","C46A5.2_ok1187 (pp) egl-2_n693","false","pp","C46A5.2_ok1187 (pp) egl-2_n693"
"C46A5.2_ok1187 (pp) egl-28_n570","3.42264527","0.61","pp","0.132329643","C46A5.2_ok1187 (pp) egl-28_n570","false","pp","C46A5.2_ok1187 (pp) egl-28_n570"
"C46A5.2_ok1187 (pp) egl-27_ok151","39.02216817","0.52","pp","0.138417284","C46A5.2_ok1187 (pp) egl-27_ok151","false","pp","C46A5.2_ok1187 (pp) egl-27_ok151"
"C46A5.2_ok1187 (pp) egl-24_n572","3.35842626","0.62","pp","0.112546261","C46A5.2_ok1187 (pp) egl-24_n572","false","pp","C46A5.2_ok1187 (pp) egl-24_n572"
"C46A5.2_ok1187 (pp) egl-20_mu39","4.00524403","0.64","pp","0.145964758","C46A5.2_ok1187 (pp) egl-20_mu39","false","pp","C46A5.2_ok1187 (pp) egl-20_mu39"
"C46A5.2_ok1187 (pp) egl-1_n487","4.81426918","0.56","pp","0.12136033","C46A5.2_ok1187 (pp) egl-1_n487","false","pp","C46A5.2_ok1187 (pp) egl-1_n487"
"C46A5.2_ok1187 (pp) egl-19_n2368","4.23700231","0.63","pp","0.120106758","C46A5.2_ok1187 (pp) egl-19_n2368","false","pp","C46A5.2_ok1187 (pp) egl-19_n2368"
"C46A5.2_ok1187 (pp) egl-18_ok290","3.78674844","0.5","pp","0.1018541","C46A5.2_ok1187 (pp) egl-18_ok290","false","pp","C46A5.2_ok1187 (pp) egl-18_ok290"
"C46A5.2_ok1187 (pp) egl-17_e1313","3.42257348","0.6","pp","0.124355374","C46A5.2_ok1187 (pp) egl-17_e1313","false","pp","C46A5.2_ok1187 (pp) egl-17_e1313"
"C46A5.2_ok1187 (pp) egl-15_n484","4.78526357","0.57","pp","0.12217352","C46A5.2_ok1187 (pp) egl-15_n484","false","pp","C46A5.2_ok1187 (pp) egl-15_n484"
"C46A5.2_ok1187 (pp) egl-13_n483","3.36256705","0.61","pp","0.140372133","C46A5.2_ok1187 (pp) egl-13_n483","false","pp","C46A5.2_ok1187 (pp) egl-13_n483"
"C46A5.2_ok1187 (pp) egl-12_n602","6.00506123","0.5","pp","0.086293084","C46A5.2_ok1187 (pp) egl-12_n602","false","pp","C46A5.2_ok1187 (pp) egl-12_n602"
"C46A5.2_ok1187 (pp) egl-11_n587","31.87788517","0.44","pp","0.133006471","C46A5.2_ok1187 (pp) egl-11_n587","false","pp","C46A5.2_ok1187 (pp) egl-11_n587"
"C46A5.2_ok1187 (pp) dpy-20_e1282","16.58545841","0.53","pp","0.106314528","C46A5.2_ok1187 (pp) dpy-20_e1282","false","pp","C46A5.2_ok1187 (pp) dpy-20_e1282"
